Setup title,MFCV-Low(1)
7,1.34625E-10,4.92018E-09,,9006.849,
7.2,1.34668E-10,4.98395E-09,,9006.849,
7.4,1.34691E-10,5.38985E-09,,9006.849,
7.6,1.34705E-10,5.14904E-09,,9006.849,
7.8,1.34727E-10,4.74312E-09,,9006.849,
8,1.34744E-10,4.93425E-09,,9006.849,
8.2,1.34768E-10,5.00955E-09,,9006.849,
8.4,1.34796E-10,4.76277E-09,,9006.849,
8.6,1.34807E-10,4.72462E-09,,9006.849,
8.8,1.34814E-10,5.32961E-09,,9006.849,
9,1.34846E-10,4.665E-09,,9006.849,
9.2,1.34859E-10,4.59109E-09,,9006.849,
9.4,1.34877E-10,5.30098E-09,,9006.849,
9.6,1.34887E-10,3.73217E-09,,9006.849,
9.8,1.34899E-10,5.19249E-09,,9006.849,
10,1.34895E-10,4.92824E-09,,9006.849,
10,1.34906E-10,5.56601E-09,,9006.849,
9.8,1.34892E-10,4.97911E-09,,9006.849,
9.6,1.34885E-10,4.8444E-09,,9006.849,
9.4,1.34882E-10,5.5839E-09,,9006.849,
9.2,1.34844E-10,4.80865E-09,,9006.849,
9,1.34836E-10,5.13946E-09,,9006.849,
8.8,1.34826E-10,5.04231E-09,,9006.849,
8.6,1.34799E-10,4.72999E-09,,9006.849,
8.4,1.34781E-10,5.02563E-09,,9006.849,
8.2,1.34774E-10,5.0304E-09,,9006.849,
8,1.34745E-10,4.63821E-09,,9006.849,
7.8,1.34728E-10,5.48461E-09,,9006.849,
7.6,1.34704E-10,4.99347E-09,,9006.849,
7.4,1.34686E-10,5.03699E-09,,9006.849,
7.2,1.3466E-10,5.12581E-09,,9006.849,
7,1.34638E-10,5.07515E-09,,9006.849,
6.8,1.34609E-10,5.01734E-09,,9006.849,
6.6,1.3458E-10,5.23432E-09,,9006.849,
6.4,1.34548E-10,5.26472E-09,,9006.849,
6.2,1.34513E-10,5.09188E-09,,9006.849,
6,1.34476E-10,5.09726E-09,,9006.849,
5.8,1.34436E-10,5.4704E-09,,9006.849,
5.6,1.34393E-10,4.86363E-09,,9006.849,
5.4,1.34347E-10,4.96855E-09,,9006.849,
5.2,1.34301E-10,5.37745E-09,,9006.849,
5,1.3424E-10,5.33972E-09,,9006.849,
4.8,1.34179E-10,5.23742E-09,,9006.849,
4.6,1.34117E-10,5.40731E-09,,9006.849,
4.4,1.34045E-10,5.2023E-09,,9006.849,
4.2,1.33961E-10,5.54843E-09,,9006.849,
4,1.33875E-10,5.33467E-09,,9006.849,
3.8,1.33766E-10,5.18987E-09,,9006.849,
3.6,1.33657E-10,5.63575E-09,,9006.849,
3.4,1.33527E-10,5.37114E-09,,9006.849,
3.2,1.33374E-10,5.88617E-09,,9006.849,
3,1.33202E-10,5.47495E-09,,9006.849,
2.8,1.33E-10,5.65383E-09,,9006.849,
2.6,1.32753E-10,5.49893E-09,,9006.849,
2.4,1.32474E-10,5.54849E-09,,9006.849,
2.2,1.32128E-10,6.51122E-09,,9006.849,
2,1.31715E-10,6.31465E-09,,9006.849,
1.8,1.31207E-10,6.40063E-09,,9006.849,
1.6,1.30585E-10,6.89613E-09,,9006.849,
1.4,1.29803E-10,6.99054E-09,,9006.849,
1.2,1.28836E-10,7.93139E-09,,9006.849,
1,1.27704E-10,8.74414E-09,,9006.849,
0.8,1.26385E-10,1.04665E-08,,9006.849,
0.6,1.25014E-10,1.26252E-08,,9006.849,
0.4,1.23739E-10,1.45394E-08,,9006.849,
0.2,1.22727E-10,1.68536E-08,,9006.849,
0,1.21999E-10,1.85609E-08,,9006.849,
-0.2,1.21511E-10,1.95075E-08,,9006.849,
-0.4,1.21208E-10,2.05376E-08,,9006.849,
-0.6,1.21015E-10,1.98069E-08,,9006.849,
-0.8,1.20862E-10,1.96329E-08,,9006.849,
-1,1.2076E-10,1.83079E-08,,9006.849,
-1.2,1.20675E-10,1.66831E-08,,9006.849,
-1.4,1.20606E-10,1.52549E-08,,9006.849,
-1.6,1.20542E-10,1.33947E-08,,9006.849,
-1.8,1.20494E-10,1.15767E-08,,9006.849,
-2,1.20459E-10,1.01701E-08,,9006.849,
-2.2,1.20421E-10,9.51026E-09,,9006.849,
-2.4,1.204E-10,8.31816E-09,,9006.849,
-2.6,1.20377E-10,7.37939E-09,,9006.849,
-2.8,1.20355E-10,7.10819E-09,,9006.849,
-3,1.20343E-10,6.40963E-09,,9006.849,
-3.2,1.20323E-10,5.73371E-09,,9006.849,
-3.4,1.20307E-10,5.77067E-09,,9006.849,
-3.6,1.20292E-10,5.38026E-09,,9006.849,
-3.8,1.20271E-10,5.24735E-09,,9006.849,
-4,1.20262E-10,5.13291E-09,,9006.849,
-4.2,1.2024E-10,5.10192E-09,,9006.849,
-4.4,1.20216E-10,4.16792E-09,,9006.849,
-4.6,1.20197E-10,4.70079E-09,,9006.849,
-4.8,1.2019E-10,4.75563E-09,,9006.849,
-5,1.20168E-10,4.52437E-09,,9006.849,
-5,1.20175E-10,6.75552E-09,,10333.17,
-4.8,1.20203E-10,6.29475E-09,,10333.17,
-4.6,1.2023E-10,6.54568E-09,,10333.17,
-4.4,1.20249E-10,7.68949E-09,,10333.17,
-4.2,1.20268E-10,6.7495E-09,,10333.17,
-4,1.20286E-10,7.10116E-09,,10333.17,
-3.8,1.20306E-10,7.37593E-09,,10333.17,
-3.6,1.20323E-10,7.93442E-09,,10333.17,
-3.4,1.20345E-10,8.4184E-09,,10333.17,
-3.2,1.2036E-10,8.53462E-09,,10333.17,
-3,1.20372E-10,1.01612E-08,,10333.17,
-2.8,1.20388E-10,1.0042E-08,,10333.17,
-2.6,1.20413E-10,1.03686E-08,,10333.17,
-2.4,1.20427E-10,1.1705E-08,,10333.17,
-2.2,1.20455E-10,1.30222E-08,,10333.17,
-2,1.20486E-10,1.40897E-08,,10333.17,
-1.8,1.20529E-10,1.57491E-08,,10333.17,
-1.6,1.20571E-10,1.74532E-08,,10333.17,
-1.4,1.20619E-10,1.90172E-08,,10333.17,
-1.2,1.2069E-10,2.03231E-08,,10333.17,
-1,1.2076E-10,2.15343E-08,,10333.17,
-0.8,1.20871E-10,2.33414E-08,,10333.17,
-0.6,1.21015E-10,2.39618E-08,,10333.17,
-0.4,1.21221E-10,2.44719E-08,,10333.17,
-0.2,1.21527E-10,2.37356E-08,,10333.17,
0,1.22009E-10,2.28406E-08,,10333.17,
0.2,1.22751E-10,2.04607E-08,,10333.17,
0.4,1.2379E-10,1.8269E-08,,10333.17,
0.6,1.25077E-10,1.59865E-08,,10333.17,
0.8,1.26447E-10,1.39877E-08,,10333.17,
1,1.27751E-10,1.20288E-08,,10333.17,
1.2,1.28901E-10,1.09051E-08,,10333.17,
1.4,1.29827E-10,1.02466E-08,,10333.17,
1.6,1.306E-10,8.95069E-09,,10333.17,
1.8,1.31227E-10,1.00927E-08,,10333.17,
2,1.31746E-10,9.30875E-09,,10333.17,
2.2,1.32156E-10,8.99972E-09,,10333.17,
2.4,1.325E-10,8.69133E-09,,10333.17,
2.6,1.3278E-10,8.36033E-09,,10333.17,
2.8,1.33014E-10,8.51992E-09,,10333.17,
3,1.3322E-10,8.56031E-09,,10333.17,
3.2,1.33382E-10,8.11018E-09,,10333.17,
3.4,1.3353E-10,8.60599E-09,,10333.17,
3.6,1.33671E-10,8.1368E-09,,10333.17,
3.8,1.33768E-10,7.87686E-09,,10333.17,
4,1.33878E-10,8.84716E-09,,10333.17,
4.2,1.33964E-10,8.11336E-09,,10333.17,
4.4,1.3405E-10,7.97382E-09,,10333.17,
4.6,1.3412E-10,8.21756E-09,,10333.17,
4.8,1.34185E-10,7.88432E-09,,10333.17,
5,1.34252E-10,8.50238E-09,,10333.17,
5.2,1.34291E-10,7.84352E-09,,10333.17,
5.4,1.34353E-10,8.08985E-09,,10333.17,
5.6,1.34401E-10,8.02961E-09,,10333.17,
5.8,1.34439E-10,7.98786E-09,,10333.17,
6,1.34483E-10,8.46706E-09,,10333.17,
6.2,1.34516E-10,7.58786E-09,,10333.17,
6.4,1.34551E-10,7.91149E-09,,10333.17,
6.6,1.34586E-10,8.02829E-09,,10333.17,
6.8,1.34611E-10,7.75529E-09,,10333.17,
7,1.34636E-10,7.95137E-09,,10333.17,
7.2,1.34665E-10,7.60027E-09,,10333.17,
7.4,1.34693E-10,7.7749E-09,,10333.17,
7.6,1.34711E-10,7.909E-09,,10333.17,
7.8,1.34735E-10,7.45837E-09,,10333.17,
8,1.34752E-10,7.6479E-09,,10333.17,
8.2,1.3477E-10,8.15989E-09,,10333.17,
8.4,1.34782E-10,7.79749E-09,,10333.17,
8.6,1.34816E-10,8.1092E-09,,10333.17,
8.8,1.34832E-10,7.79864E-09,,10333.17,
9,1.34838E-10,8.5743E-09,,10333.17,
9.2,1.34853E-10,7.60313E-09,,10333.17,
9.4,1.34868E-10,6.54373E-09,,10333.17,
9.6,1.34879E-10,7.53993E-09,,10333.17,
9.8,1.34898E-10,7.20255E-09,,10333.17,
10,1.34913E-10,7.25082E-09,,10333.17,
10,1.34911E-10,7.54408E-09,,10333.17,
9.8,1.34886E-10,8.13716E-09,,10333.17,
9.6,1.34884E-10,7.9363E-09,,10333.17,
9.4,1.34874E-10,7.74497E-09,,10333.17,
9.2,1.34857E-10,7.16622E-09,,10333.17,
9,1.34848E-10,7.61624E-09,,10333.17,
8.8,1.34807E-10,8.14914E-09,,10333.17,
8.6,1.34812E-10,7.40884E-09,,10333.17,
8.4,1.3479E-10,7.65145E-09,,10333.17,
8.2,1.34769E-10,8.23023E-09,,10333.17,
8,1.34751E-10,7.5418E-09,,10333.17,
7.8,1.34727E-10,7.726E-09,,10333.17,
7.6,1.34694E-10,6.96109E-09,,10333.17,
7.4,1.34672E-10,8.03797E-09,,10333.17,
7.2,1.34664E-10,7.48345E-09,,10333.17,
7,1.34639E-10,8.02468E-09,,10333.17,
6.8,1.34605E-10,8.32452E-09,,10333.17,
6.6,1.34572E-10,8.00088E-09,,10333.17,
6.4,1.34547E-10,7.95262E-09,,10333.17,
6.2,1.34523E-10,8.40087E-09,,10333.17,
6,1.34481E-10,8.5213E-09,,10333.17,
5.8,1.3444E-10,7.97356E-09,,10333.17,
5.6,1.34394E-10,7.7906E-09,,10333.17,
5.4,1.34354E-10,7.98911E-09,,10333.17,
5.2,1.343E-10,7.76265E-09,,10333.17,
5,1.34252E-10,8.00289E-09,,10333.17,
4.8,1.3418E-10,8.35998E-09,,10333.17,
4.6,1.34125E-10,8.18656E-09,,10333.17,
4.4,1.3405E-10,8.55497E-09,,10333.17,
4.2,1.33966E-10,8.66172E-09,,10333.17,
4,1.33873E-10,8.89723E-09,,10333.17,
3.8,1.33775E-10,8.46754E-09,,10333.17,
3.6,1.33654E-10,8.09211E-09,,10333.17,
3.4,1.33528E-10,8.61434E-09,,10333.17,
3.2,1.33374E-10,7.99395E-09,,10333.17,
3,1.33202E-10,8.29925E-09,,10333.17,
2.8,1.32992E-10,8.57179E-09,,10333.17,
2.6,1.32764E-10,8.77341E-09,,10333.17,
2.4,1.32479E-10,8.90652E-09,,10333.17,
2.2,1.3213E-10,9.45393E-09,,10333.17,
2,1.31706E-10,9.38706E-09,,10333.17,
1.8,1.31213E-10,9.20063E-09,,10333.17,
1.6,1.3058E-10,9.57835E-09,,10333.17,
1.4,1.29797E-10,1.0411E-08,,10333.17,
1.2,1.28839E-10,1.1466E-08,,10333.17,
1,1.27675E-10,1.28311E-08,,10333.17,
0.8,1.26373E-10,1.42786E-08,,10333.17,
0.6,1.25003E-10,1.65576E-08,,10333.17,
0.4,1.23717E-10,1.88055E-08,,10333.17,
0.2,1.22691E-10,2.13185E-08,,10333.17,
0,1.21968E-10,2.2036E-08,,10333.17,
-0.2,1.21488E-10,2.37094E-08,,10333.17,
-0.4,1.21187E-10,2.40279E-08,,10333.17,
-0.6,1.20976E-10,2.40316E-08,,10333.17,
-0.8,1.20837E-10,2.24021E-08,,10333.17,
-1,1.2073E-10,2.14026E-08,,10333.17,
-1.2,1.2065E-10,1.90369E-08,,10333.17,
-1.4,1.20576E-10,1.78764E-08,,10333.17,
-1.6,1.2052E-10,1.57569E-08,,10333.17,
-1.8,1.20473E-10,1.39121E-08,,10333.17,
-2,1.2044E-10,1.28345E-08,,10333.17,
-2.2,1.20417E-10,1.11089E-08,,10333.17,
-2.4,1.20388E-10,1.00748E-08,,10333.17,
-2.6,1.20371E-10,9.77142E-09,,10333.17,
-2.8,1.20353E-10,8.841E-09,,10333.17,
-3,1.20328E-10,8.03217E-09,,10333.17,
-3.2,1.20314E-10,7.9833E-09,,10333.17,
-3.4,1.20294E-10,7.79496E-09,,10333.17,
-3.6,1.2028E-10,7.08924E-09,,10333.17,
-3.8,1.2026E-10,7.21264E-09,,10333.17,
-4,1.20236E-10,7.28716E-09,,10333.17,
-4.2,1.20211E-10,6.51231E-09,,10333.17,
-4.4,1.20206E-10,7.42308E-09,,10333.17,
-4.6,1.20176E-10,6.52962E-09,,10333.17,
-4.8,1.20155E-10,6.6548E-09,,10333.17,
-5,1.20137E-10,6.85508E-09,,10333.17,
-5,1.2015E-10,8.55483E-09,,11854.81,
-4.8,1.2018E-10,8.49878E-09,,11854.81,
-4.6,1.20197E-10,8.65314E-09,,11854.81,
-4.4,1.20224E-10,7.89017E-09,,11854.81,
-4.2,1.20246E-10,8.39561E-09,,11854.81,
-4,1.20269E-10,9.1037E-09,,11854.81,
-3.8,1.20294E-10,8.75082E-09,,11854.81,
-3.6,1.20311E-10,9.48276E-09,,11854.81,
-3.4,1.20323E-10,9.55488E-09,,11854.81,
-3.2,1.20332E-10,1.00573E-08,,11854.81,
-3,1.20357E-10,1.0831E-08,,11854.81,
-2.8,1.20377E-10,1.15248E-08,,11854.81,
-2.6,1.20401E-10,1.30089E-08,,11854.81,
-2.4,1.20416E-10,1.3453E-08,,11854.81,
-2.2,1.20456E-10,1.4418E-08,,11854.81,
-2,1.20471E-10,1.59874E-08,,11854.81,
-1.8,1.20507E-10,1.77344E-08,,11854.81,
-1.6,1.20544E-10,1.96316E-08,,11854.81,
-1.4,1.20595E-10,2.15121E-08,,11854.81,
-1.2,1.20668E-10,2.27816E-08,,11854.81,
-1,1.20741E-10,2.44493E-08,,11854.81,
-0.8,1.20845E-10,2.62464E-08,,11854.81,
-0.6,1.20978E-10,2.72679E-08,,11854.81,
-0.4,1.21191E-10,2.72046E-08,,11854.81,
-0.2,1.21491E-10,2.69492E-08,,11854.81,
0,1.21984E-10,2.61376E-08,,11854.81,
0.2,1.22724E-10,2.4204E-08,,11854.81,
0.4,1.23764E-10,2.18542E-08,,11854.81,
0.6,1.25057E-10,1.91203E-08,,11854.81,
0.8,1.26435E-10,1.69073E-08,,11854.81,
1,1.27731E-10,1.45262E-08,,11854.81,
1.2,1.2889E-10,1.35298E-08,,11854.81,
1.4,1.29832E-10,1.32465E-08,,11854.81,
1.6,1.30614E-10,1.19405E-08,,11854.81,
1.8,1.31235E-10,1.21057E-08,,11854.81,
2,1.3174E-10,1.14681E-08,,11854.81,
2.2,1.32147E-10,1.07048E-08,,11854.81,
2.4,1.32496E-10,1.10497E-08,,11854.81,
2.6,1.32774E-10,1.04802E-08,,11854.81,
2.8,1.33007E-10,1.10182E-08,,11854.81,
3,1.3321E-10,1.0611E-08,,11854.81,
3.2,1.33382E-10,1.00374E-08,,11854.81,
3.4,1.33533E-10,1.12097E-08,,11854.81,
3.6,1.33659E-10,1.07805E-08,,11854.81,
3.8,1.33781E-10,1.02278E-08,,11854.81,
4,1.33877E-10,9.92733E-09,,11854.81,
4.2,1.33953E-10,1.10341E-08,,11854.81,
4.4,1.34057E-10,9.4557E-09,,11854.81,
4.6,1.34121E-10,1.06412E-08,,11854.81,
4.8,1.34189E-10,1.03413E-08,,11854.81,
5,1.34249E-10,9.59919E-09,,11854.81,
5.2,1.34302E-10,1.01558E-08,,11854.81,
5.4,1.3435E-10,1.07795E-08,,11854.81,
5.6,1.34396E-10,9.93332E-09,,11854.81,
5.8,1.34438E-10,9.89579E-09,,11854.81,
6,1.34477E-10,1.03323E-08,,11854.81,
6.2,1.34499E-10,1.02906E-08,,11854.81,
6.4,1.34548E-10,1.02006E-08,,11854.81,
6.6,1.34576E-10,1.05936E-08,,11854.81,
6.8,1.34591E-10,1.05071E-08,,11854.81,
7,1.34634E-10,9.84136E-09,,11854.81,
7.2,1.3464E-10,9.73813E-09,,11854.81,
7.4,1.34672E-10,9.89507E-09,,11854.81,
7.6,1.34705E-10,9.25445E-09,,11854.81,
7.8,1.34733E-10,9.74804E-09,,11854.81,
8,1.34747E-10,1.02947E-08,,11854.81,
8.2,1.34775E-10,1.00145E-08,,11854.81,
8.4,1.34786E-10,1.0255E-08,,11854.81,
8.6,1.34803E-10,1.02923E-08,,11854.81,
8.8,1.3482E-10,9.67043E-09,,11854.81,
9,1.34834E-10,9.81148E-09,,11854.81,
9.2,1.34852E-10,9.67636E-09,,11854.81,
9.4,1.3487E-10,9.1995E-09,,11854.81,
9.6,1.3488E-10,9.97039E-09,,11854.81,
9.8,1.34891E-10,9.13193E-09,,11854.81,
10,1.34901E-10,1.01412E-08,,11854.81,
10,1.34911E-10,9.32265E-09,,11854.81,
9.8,1.34882E-10,8.57562E-09,,11854.81,
9.6,1.34869E-10,8.90545E-09,,11854.81,
9.4,1.34871E-10,9.83036E-09,,11854.81,
9.2,1.34859E-10,9.49006E-09,,11854.81,
9,1.34828E-10,9.86116E-09,,11854.81,
8.8,1.34829E-10,1.01613E-08,,11854.81,
8.6,1.34808E-10,9.22936E-09,,11854.81,
8.4,1.34787E-10,1.00694E-08,,11854.81,
8.2,1.34775E-10,9.66977E-09,,11854.81,
8,1.34751E-10,9.52708E-09,,11854.81,
7.8,1.34738E-10,9.62646E-09,,11854.81,
7.6,1.34696E-10,9.22747E-09,,11854.81,
7.4,1.34689E-10,9.60138E-09,,11854.81,
7.2,1.34657E-10,1.03392E-08,,11854.81,
7,1.34625E-10,1.0365E-08,,11854.81,
6.8,1.34612E-10,1.02992E-08,,11854.81,
6.6,1.34581E-10,1.0545E-08,,11854.81,
6.4,1.34546E-10,1.0438E-08,,11854.81,
6.2,1.34509E-10,9.77849E-09,,11854.81,
6,1.34472E-10,1.03919E-08,,11854.81,
5.8,1.34443E-10,1.04472E-08,,11854.81,
5.6,1.34395E-10,9.34693E-09,,11854.81,
5.4,1.34344E-10,9.5556E-09,,11854.81,
5.2,1.34294E-10,1.02372E-08,,11854.81,
5,1.34232E-10,1.05948E-08,,11854.81,
4.8,1.3419E-10,1.10137E-08,,11854.81,
4.6,1.34112E-10,1.00016E-08,,11854.81,
4.4,1.34044E-10,1.05393E-08,,11854.81,
4.2,1.33967E-10,1.04291E-08,,11854.81,
4,1.33867E-10,9.90469E-09,,11854.81,
3.8,1.33772E-10,1.0902E-08,,11854.81,
3.6,1.33658E-10,1.0737E-08,,11854.81,
3.4,1.33524E-10,1.04909E-08,,11854.81,
3.2,1.33369E-10,1.09154E-08,,11854.81,
3,1.33195E-10,1.08268E-08,,11854.81,
2.8,1.32987E-10,1.05502E-08,,11854.81,
2.6,1.32751E-10,1.06733E-08,,11854.81,
2.4,1.32467E-10,1.02585E-08,,11854.81,
2.2,1.3213E-10,1.0647E-08,,11854.81,
2,1.31716E-10,1.21566E-08,,11854.81,
1.8,1.31201E-10,1.15854E-08,,11854.81,
1.6,1.30575E-10,1.23852E-08,,11854.81,
1.4,1.29784E-10,1.33133E-08,,11854.81,
1.2,1.28825E-10,1.39036E-08,,11854.81,
1,1.27669E-10,1.52773E-08,,11854.81,
0.8,1.26355E-10,1.69848E-08,,11854.81,
0.6,1.24978E-10,1.87013E-08,,11854.81,
0.4,1.23696E-10,2.16427E-08,,11854.81,
0.2,1.22667E-10,2.45134E-08,,11854.81,
0,1.21943E-10,2.59201E-08,,11854.81,
-0.2,1.2146E-10,2.66542E-08,,11854.81,
-0.4,1.21157E-10,2.77386E-08,,11854.81,
-0.6,1.20958E-10,2.6769E-08,,11854.81,
-0.8,1.20807E-10,2.53911E-08,,11854.81,
-1,1.20704E-10,2.4568E-08,,11854.81,
-1.2,1.20635E-10,2.24348E-08,,11854.81,
-1.4,1.20568E-10,2.00858E-08,,11854.81,
-1.6,1.20511E-10,1.78929E-08,,11854.81,
-1.8,1.20472E-10,1.61906E-08,,11854.81,
-2,1.2044E-10,1.44847E-08,,11854.81,
-2.2,1.20406E-10,1.34363E-08,,11854.81,
-2.4,1.20382E-10,1.1883E-08,,11854.81,
-2.6,1.20358E-10,1.10015E-08,,11854.81,
-2.8,1.20334E-10,1.03727E-08,,11854.81,
-3,1.20326E-10,9.59958E-09,,11854.81,
-3.2,1.20302E-10,8.94215E-09,,11854.81,
-3.4,1.20291E-10,9.12812E-09,,11854.81,
-3.6,1.20272E-10,9.33318E-09,,11854.81,
-3.8,1.2025E-10,8.59588E-09,,11854.81,
-4,1.20228E-10,8.5351E-09,,11854.81,
-4.2,1.2021E-10,8.34974E-09,,11854.81,
-4.4,1.20194E-10,8.52201E-09,,11854.81,
-4.6,1.20172E-10,8.65852E-09,,11854.81,
-4.8,1.20155E-10,8.37362E-09,,11854.81,
-5,1.20133E-10,7.82249E-09,,11854.81,
-5,1.20138E-10,9.14982E-09,,13600.51,
-4.8,1.20154E-10,9.52531E-09,,13600.51,
-4.6,1.20196E-10,1.02485E-08,,13600.51,
-4.4,1.20201E-10,1.00379E-08,,13600.51,
-4.2,1.2024E-10,9.83518E-09,,13600.51,
-4,1.20255E-10,1.01312E-08,,13600.51,
-3.8,1.20277E-10,1.0457E-08,,13600.51,
-3.6,1.20291E-10,1.05385E-08,,13600.51,
-3.4,1.20317E-10,1.1806E-08,,13600.51,
-3.2,1.20328E-10,1.27458E-08,,13600.51,
-3,1.20352E-10,1.22769E-08,,13600.51,
-2.8,1.20366E-10,1.28968E-08,,13600.51,
-2.6,1.20382E-10,1.40869E-08,,13600.51,
-2.4,1.20401E-10,1.53386E-08,,13600.51,
-2.2,1.20432E-10,1.6322E-08,,13600.51,
-2,1.20452E-10,1.70571E-08,,13600.51,
-1.8,1.20497E-10,1.83823E-08,,13600.51,
-1.6,1.2053E-10,2.09135E-08,,13600.51,
-1.4,1.20577E-10,2.35619E-08,,13600.51,
-1.2,1.20636E-10,2.59461E-08,,13600.51,
-1,1.207E-10,2.68858E-08,,13600.51,
-0.8,1.20805E-10,3.0019E-08,,13600.51,
-0.6,1.20962E-10,3.09367E-08,,13600.51,
-0.4,1.21158E-10,3.07001E-08,,13600.51,
-0.2,1.21468E-10,3.0066E-08,,13600.51,
0,1.2195E-10,2.98827E-08,,13600.51,
0.2,1.22698E-10,2.80163E-08,,13600.51,
0.4,1.23749E-10,2.47887E-08,,13600.51,
0.6,1.25023E-10,2.18707E-08,,13600.51,
0.8,1.26403E-10,2.00037E-08,,13600.51,
1,1.2772E-10,1.82201E-08,,13600.51,
1.2,1.28867E-10,1.66016E-08,,13600.51,
1.4,1.29823E-10,1.49138E-08,,13600.51,
1.6,1.30603E-10,1.48414E-08,,13600.51,
1.8,1.31219E-10,1.42408E-08,,13600.51,
2,1.3172E-10,1.276E-08,,13600.51,
2.2,1.32142E-10,1.37232E-08,,13600.51,
2.4,1.32475E-10,1.37944E-08,,13600.51,
2.6,1.32765E-10,1.34861E-08,,13600.51,
2.8,1.32998E-10,1.27487E-08,,13600.51,
3,1.33202E-10,1.21326E-08,,13600.51,
3.2,1.33362E-10,1.33146E-08,,13600.51,
3.4,1.33512E-10,1.34098E-08,,13600.51,
3.6,1.33647E-10,1.25215E-08,,13600.51,
3.8,1.33761E-10,1.29664E-08,,13600.51,
4,1.33867E-10,1.25113E-08,,13600.51,
4.2,1.33952E-10,1.3751E-08,,13600.51,
4.4,1.3403E-10,1.31251E-08,,13600.51,
4.6,1.3411E-10,1.21912E-08,,13600.51,
4.8,1.34165E-10,1.37806E-08,,13600.51,
5,1.3422E-10,1.1901E-08,,13600.51,
5.2,1.34297E-10,1.25764E-08,,13600.51,
5.4,1.34348E-10,1.28605E-08,,13600.51,
5.6,1.34379E-10,1.21353E-08,,13600.51,
5.8,1.34422E-10,1.19405E-08,,13600.51,
6,1.34468E-10,1.23795E-08,,13600.51,
6.2,1.34505E-10,1.18132E-08,,13600.51,
6.4,1.34536E-10,1.20755E-08,,13600.51,
6.6,1.34565E-10,1.24351E-08,,13600.51,
6.8,1.34599E-10,1.12966E-08,,13600.51,
7,1.34631E-10,1.23476E-08,,13600.51,
7.2,1.34644E-10,1.138E-08,,13600.51,
7.4,1.34678E-10,1.18568E-08,,13600.51,
7.6,1.34714E-10,1.30826E-08,,13600.51,
7.8,1.34715E-10,1.19243E-08,,13600.51,
8,1.34734E-10,1.16004E-08,,13600.51,
8.2,1.34752E-10,1.20812E-08,,13600.51,
8.4,1.34781E-10,1.20454E-08,,13600.51,
8.6,1.34799E-10,1.28461E-08,,13600.51,
8.8,1.34811E-10,1.22957E-08,,13600.51,
9,1.34823E-10,1.31242E-08,,13600.51,
9.2,1.34844E-10,1.25023E-08,,13600.51,
9.4,1.34858E-10,1.30407E-08,,13600.51,
9.6,1.34879E-10,1.15148E-08,,13600.51,
9.8,1.34888E-10,1.16698E-08,,13600.51,
10,1.34894E-10,1.18645E-08,,13600.51,
10,1.3489E-10,1.15645E-08,,13600.51,
9.8,1.3488E-10,1.24029E-08,,13600.51,
9.6,1.34877E-10,1.15446E-08,,13600.51,
9.4,1.34857E-10,1.1787E-08,,13600.51,
9.2,1.34844E-10,1.31937E-08,,13600.51,
9,1.34836E-10,1.15943E-08,,13600.51,
8.8,1.34804E-10,1.29156E-08,,13600.51,
8.6,1.34797E-10,1.10639E-08,,13600.51,
8.4,1.34764E-10,1.24865E-08,,13600.51,
8.2,1.34762E-10,1.12924E-08,,13600.51,
8,1.34743E-10,1.08613E-08,,13600.51,
7.8,1.34718E-10,1.14097E-08,,13600.51,
7.6,1.34689E-10,1.23912E-08,,13600.51,
7.4,1.34666E-10,1.17197E-08,,13600.51,
7.2,1.3464E-10,1.11137E-08,,13600.51,
7,1.34623E-10,1.26496E-08,,13600.51,
6.8,1.34592E-10,1.29695E-08,,13600.51,
6.6,1.34559E-10,1.1996E-08,,13600.51,
6.4,1.34536E-10,1.20198E-08,,13600.51,
6.2,1.34514E-10,1.17814E-08,,13600.51,
6,1.34467E-10,1.27709E-08,,13600.51,
5.8,1.34417E-10,1.22087E-08,,13600.51,
5.6,1.34386E-10,1.172E-08,,13600.51,
5.4,1.3435E-10,1.19803E-08,,13600.51,
5.2,1.34288E-10,1.25168E-08,,13600.51,
5,1.34232E-10,1.19188E-08,,13600.51,
4.8,1.34171E-10,1.24434E-08,,13600.51,
4.6,1.34103E-10,1.31747E-08,,13600.51,
4.4,1.34025E-10,1.21058E-08,,13600.51,
4.2,1.33956E-10,1.48557E-08,,13600.51,
4,1.33855E-10,1.29743E-08,,13600.51,
3.8,1.33757E-10,1.11842E-08,,13600.51,
3.6,1.33648E-10,1.38129E-08,,13600.51,
3.4,1.3351E-10,1.28813E-08,,13600.51,
3.2,1.33364E-10,1.27821E-08,,13600.51,
3,1.33184E-10,1.33903E-08,,13600.51,
2.8,1.32988E-10,1.31918E-08,,13600.51,
2.6,1.32739E-10,1.34285E-08,,13600.51,
2.4,1.32455E-10,1.39275E-08,,13600.51,
2.2,1.32116E-10,1.34371E-08,,13600.51,
2,1.31711E-10,1.32925E-08,,13600.51,
1.8,1.31191E-10,1.46958E-08,,13600.51,
1.6,1.30563E-10,1.38957E-08,,13600.51,
1.4,1.29772E-10,1.59212E-08,,13600.51,
1.2,1.28811E-10,1.71501E-08,,13600.51,
1,1.27644E-10,1.77215E-08,,13600.51,
0.8,1.26326E-10,2.05183E-08,,13600.51,
0.6,1.24947E-10,2.29039E-08,,13600.51,
0.4,1.23667E-10,2.49636E-08,,13600.51,
