Setup title,MFCV-High(1)
-3.2,1.83644E-10,0.000385525,,2192831,
-3.4,1.8358E-10,0.000385157,,2192831,
-3.6,1.83562E-10,0.000385248,,2192831,
-3.8,1.83502E-10,0.000385317,,2192831,
-4,1.83461E-10,0.00038464,,2192831,
-4.2,1.8347E-10,0.000384814,,2192831,
-4.4,1.8346E-10,0.000385582,,2192831,
-4.6,1.83336E-10,0.000384576,,2192831,
-4.8,1.83315E-10,0.000384926,,2192831,
-5,1.83276E-10,0.000384496,,2192831,
-5,2.1184E-10,0.000638498,,2515741,
-4.8,2.11887E-10,0.000639014,,2515741,
-4.6,2.11939E-10,0.000639335,,2515741,
-4.4,2.11995E-10,0.000639637,,2515741,
-4.2,2.12048E-10,0.000639711,,2515741,
-4,2.12097E-10,0.000639995,,2515741,
-3.8,2.12136E-10,0.000640402,,2515741,
-3.6,2.12184E-10,0.000640638,,2515741,
-3.4,2.12223E-10,0.000641038,,2515741,
-3.2,2.12269E-10,0.000641086,,2515741,
-3,2.12301E-10,0.000641184,,2515741,
-2.8,2.12334E-10,0.000641328,,2515741,
-2.6,2.12361E-10,0.000641683,,2515741,
-2.4,2.12384E-10,0.000641785,,2515741,
-2.2,2.12427E-10,0.000642166,,2515741,
-2,2.12459E-10,0.000642118,,2515741,
-1.8,2.12486E-10,0.00064251,,2515741,
-1.6,2.1253E-10,0.000642649,,2515741,
-1.4,2.12567E-10,0.000642965,,2515741,
-1.2,2.12618E-10,0.000643409,,2515741,
-1,2.127E-10,0.000644086,,2515741,
-0.8,2.12796E-10,0.000645015,,2515741,
-0.6,2.12969E-10,0.00064679,,2515741,
-0.4,2.13256E-10,0.000650006,,2515741,
-0.2,2.13696E-10,0.000656266,,2515741,
0,2.14369E-10,0.000667405,,2515741,
0.2,2.153E-10,0.00068563,,2515741,
0.4,2.16454E-10,0.000711774,,2515741,
0.6,2.17763E-10,0.000744348,,2515741,
0.8,2.19185E-10,0.000779269,,2515741,
1,2.20617E-10,0.0008122,,2515741,
1.2,2.22054E-10,0.000841395,,2515741,
1.4,2.23434E-10,0.000865264,,2515741,
1.6,2.24731E-10,0.000884678,,2515741,
1.8,2.25916E-10,0.000900142,,2515741,
2,2.26993E-10,0.00091203,,2515741,
2.2,2.27979E-10,0.000921136,,2515741,
2.4,2.28851E-10,0.000928557,,2515741,
2.6,2.29647E-10,0.000934326,,2515741,
2.8,2.30373E-10,0.000938643,,2515741,
3,2.30987E-10,0.000942027,,2515741,
3.2,2.31574E-10,0.000944932,,2515741,
3.4,2.32106E-10,0.00094731,,2515741,
3.6,2.32587E-10,0.000948984,,2515741,
3.8,2.33029E-10,0.000950078,,2515741,
4,2.33425E-10,0.000951257,,2515741,
4.2,2.33795E-10,0.000952004,,2515741,
4.4,2.34126E-10,0.000952765,,2515741,
4.6,2.34435E-10,0.000953248,,2515741,
4.8,2.34724E-10,0.000953549,,2515741,
5,2.35001E-10,0.000953596,,2515741,
5.2,2.35241E-10,0.000953744,,2515741,
5.4,2.35487E-10,0.000953942,,2515741,
5.6,2.35696E-10,0.000953899,,2515741,
5.8,2.35903E-10,0.000953811,,2515741,
6,2.36087E-10,0.000953886,,2515741,
6.2,2.36279E-10,0.000953779,,2515741,
6.4,2.36431E-10,0.000953607,,2515741,
6.6,2.36614E-10,0.000953446,,2515741,
6.8,2.36758E-10,0.000953229,,2515741,
7,2.36909E-10,0.00095304,,2515741,
7.2,2.37045E-10,0.000952684,,2515741,
7.4,2.37175E-10,0.000952584,,2515741,
7.6,2.37291E-10,0.00095248,,2515741,
7.8,2.37418E-10,0.000952047,,2515741,
8,2.37525E-10,0.000951909,,2515741,
8.2,2.37635E-10,0.000951735,,2515741,
8.4,2.37727E-10,0.000951422,,2515741,
8.6,2.37831E-10,0.000951193,,2515741,
8.8,2.37921E-10,0.000951029,,2515741,
9,2.38016E-10,0.000950864,,2515741,
9.2,2.38108E-10,0.000950493,,2515741,
9.4,2.38188E-10,0.00095017,,2515741,
9.6,2.38263E-10,0.000950022,,2515741,
9.8,2.38339E-10,0.000949807,,2515741,
10,2.38419E-10,0.000949549,,2515741,
10,2.38418E-10,0.000949515,,2515741,
9.8,2.38338E-10,0.000949846,,2515741,
9.6,2.38263E-10,0.000950054,,2515741,
9.4,2.38167E-10,0.000950283,,2515741,
9.2,2.38101E-10,0.000950483,,2515741,
9,2.38013E-10,0.000950881,,2515741,
8.8,2.37921E-10,0.000951,,2515741,
8.6,2.3783E-10,0.000951167,,2515741,
8.4,2.3773E-10,0.000951559,,2515741,
8.2,2.37631E-10,0.000951773,,2515741,
8,2.37521E-10,0.000951875,,2515741,
7.8,2.37397E-10,0.00095205,,2515741,
7.6,2.37282E-10,0.000952425,,2515741,
7.4,2.3716E-10,0.00095255,,2515741,
7.2,2.37031E-10,0.000952988,,2515741,
7,2.36891E-10,0.000953134,,2515741,
6.8,2.36734E-10,0.000953432,,2515741,
6.6,2.36595E-10,0.000953446,,2515741,
6.4,2.36432E-10,0.000953488,,2515741,
6.2,2.36262E-10,0.00095389,,2515741,
6,2.36073E-10,0.000953964,,2515741,
5.8,2.35884E-10,0.000953854,,2515741,
5.6,2.35676E-10,0.000953938,,2515741,
5.4,2.35468E-10,0.000954099,,2515741,
5.2,2.35223E-10,0.000953892,,2515741,
5,2.34977E-10,0.000953933,,2515741,
4.8,2.34705E-10,0.000953481,,2515741,
4.6,2.34415E-10,0.000953177,,2515741,
4.4,2.34104E-10,0.000952865,,2515741,
4.2,2.33753E-10,0.000952049,,2515741,
4,2.3339E-10,0.000951385,,2515741,
3.8,2.32982E-10,0.000950327,,2515741,
3.6,2.32544E-10,0.000949006,,2515741,
3.4,2.32066E-10,0.000947239,,2515741,
3.2,2.31547E-10,0.00094481,,2515741,
3,2.30962E-10,0.000942145,,2515741,
2.8,2.30321E-10,0.000938475,,2515741,
2.6,2.29598E-10,0.00093383,,2515741,
2.4,2.28803E-10,0.000928075,,2515741,
2.2,2.27918E-10,0.000920555,,2515741,
2,2.26941E-10,0.000911083,,2515741,
1.8,2.25855E-10,0.000898962,,2515741,
1.6,2.24662E-10,0.000883544,,2515741,
1.4,2.23357E-10,0.00086407,,2515741,
1.2,2.21978E-10,0.000839781,,2515741,
1,2.20535E-10,0.00081042,,2515741,
0.8,2.19107E-10,0.000777262,,2515741,
0.6,2.17697E-10,0.000742479,,2515741,
0.4,2.16389E-10,0.000709859,,2515741,
0.2,2.15237E-10,0.000683825,,2515741,
0,2.14316E-10,0.000666246,,2515741,
-0.2,2.13654E-10,0.000655378,,2515741,
-0.4,2.13219E-10,0.000649286,,2515741,
-0.6,2.12949E-10,0.000646167,,2515741,
-0.8,2.12786E-10,0.000644332,,2515741,
-1,2.12679E-10,0.000643348,,2515741,
-1.2,2.12606E-10,0.000642679,,2515741,
-1.4,2.12547E-10,0.00064242,,2515741,
-1.6,2.12491E-10,0.00064205,,2515741,
-1.8,2.12459E-10,0.000641925,,2515741,
-2,2.12421E-10,0.000641547,,2515741,
-2.2,2.12389E-10,0.000641322,,2515741,
-2.4,2.12353E-10,0.000641165,,2515741,
-2.6,2.12307E-10,0.000640987,,2515741,
-2.8,2.12277E-10,0.000640806,,2515741,
-3,2.12237E-10,0.000640602,,2515741,
-3.2,2.12202E-10,0.000640377,,2515741,
-3.4,2.12166E-10,0.000640091,,2515741,
-3.6,2.12117E-10,0.000639862,,2515741,
-3.8,2.12071E-10,0.00063978,,2515741,
-4,2.12034E-10,0.000639512,,2515741,
-4.2,2.11993E-10,0.00063922,,2515741,
-4.4,2.11949E-10,0.00063912,,2515741,
-4.6,2.11907E-10,0.000638794,,2515741,
-4.8,2.11862E-10,0.000638593,,2515741,
-5,2.11809E-10,0.000638168,,2515741,
-5,2.58921E-10,0.00116844,,2886202,
-4.8,2.59002E-10,0.00116935,,2886202,
-4.6,2.59081E-10,0.00116977,,2886202,
-4.4,2.59159E-10,0.00117028,,2886202,
-4.2,2.5922E-10,0.00117061,,2886202,
-4,2.59302E-10,0.00117122,,2886202,
-3.8,2.59351E-10,0.00117161,,2886202,
-3.6,2.59423E-10,0.00117247,,2886202,
-3.4,2.59457E-10,0.00117285,,2886202,
-3.2,2.59529E-10,0.00117314,,2886202,
-3,2.59559E-10,0.00117353,,2886202,
-2.8,2.596E-10,0.0011738,,2886202,
-2.6,2.59647E-10,0.0011744,,2886202,
-2.4,2.59689E-10,0.00117472,,2886202,
-2.2,2.59728E-10,0.00117496,,2886202,
-2,2.5978E-10,0.00117555,,2886202,
-1.8,2.59822E-10,0.0011759,,2886202,
-1.6,2.59862E-10,0.00117633,,2886202,
-1.4,2.59924E-10,0.00117695,,2886202,
-1.2,2.60012E-10,0.00117784,,2886202,
-1,2.60084E-10,0.00117926,,2886202,
-0.8,2.60224E-10,0.00118059,,2886202,
-0.6,2.60432E-10,0.00118388,,2886202,
-0.4,2.60764E-10,0.00119025,,2886202,
-0.2,2.61283E-10,0.00120153,,2886202,
0,2.6201E-10,0.00122085,,2886202,
0.2,2.62974E-10,0.00125218,,2886202,
0.4,2.64088E-10,0.00129621,,2886202,
0.6,2.65265E-10,0.00135034,,2886202,
0.8,2.66552E-10,0.00140787,,2886202,
1,2.67903E-10,0.00146335,,2886202,
1.2,2.69333E-10,0.00151294,,2886202,
1.4,2.70792E-10,0.00155574,,2886202,
1.6,2.7222E-10,0.00159132,,2886202,
1.8,2.73584E-10,0.00162046,,2886202,
2,2.7488E-10,0.00164416,,2886202,
2.2,2.76054E-10,0.0016639,,2886202,
2.4,2.77158E-10,0.00167951,,2886202,
2.6,2.78165E-10,0.00169237,,2886202,
2.8,2.7911E-10,0.00170304,,2886202,
3,2.79964E-10,0.00171228,,2886202,
3.2,2.80742E-10,0.00171928,,2886202,
3.4,2.81453E-10,0.0017255,,2886202,
3.6,2.82116E-10,0.0017307,,2886202,
3.8,2.82725E-10,0.00173516,,2886202,
4,2.83277E-10,0.00173898,,2886202,
4.2,2.83796E-10,0.00174199,,2886202,
4.4,2.84296E-10,0.00174495,,2886202,
4.6,2.84741E-10,0.00174706,,2886202,
4.8,2.85168E-10,0.00174901,,2886202,
5,2.85549E-10,0.00175076,,2886202,
5.2,2.8592E-10,0.00175236,,2886202,
5.4,2.86273E-10,0.00175365,,2886202,
5.6,2.86593E-10,0.00175456,,2886202,
5.8,2.86898E-10,0.00175536,,2886202,
6,2.87189E-10,0.00175611,,2886202,
6.2,2.87451E-10,0.00175741,,2886202,
6.4,2.87713E-10,0.00175735,,2886202,
6.6,2.87976E-10,0.00175799,,2886202,
6.8,2.88201E-10,0.00175839,,2886202,
7,2.8842E-10,0.0017588,,2886202,
7.2,2.88624E-10,0.00175897,,2886202,
7.4,2.88823E-10,0.00175928,,2886202,
7.6,2.89006E-10,0.00175984,,2886202,
7.8,2.89181E-10,0.00175987,,2886202,
8,2.89373E-10,0.0017602,,2886202,
8.2,2.89548E-10,0.00176018,,2886202,
8.4,2.8969E-10,0.00175995,,2886202,
8.6,2.89847E-10,0.00176034,,2886202,
8.8,2.89987E-10,0.00176025,,2886202,
9,2.90119E-10,0.00176049,,2886202,
9.2,2.90262E-10,0.00176029,,2886202,
9.4,2.90394E-10,0.00176031,,2886202,
9.6,2.90509E-10,0.0017606,,2886202,
9.8,2.90638E-10,0.0017605,,2886202,
10,2.90744E-10,0.00176041,,2886202,
10,2.90753E-10,0.00176053,,2886202,
9.8,2.90624E-10,0.00176059,,2886202,
9.6,2.90512E-10,0.00176046,,2886202,
9.4,2.90372E-10,0.0017604,,2886202,
9.2,2.90253E-10,0.00176062,,2886202,
9,2.90111E-10,0.00176092,,2886202,
8.8,2.89972E-10,0.00176064,,2886202,
8.6,2.89813E-10,0.00176068,,2886202,
8.4,2.8967E-10,0.00176051,,2886202,
8.2,2.8952E-10,0.00176049,,2886202,
8,2.89351E-10,0.00176019,,2886202,
7.8,2.89182E-10,0.00176007,,2886202,
7.6,2.88984E-10,0.00175989,,2886202,
7.4,2.88793E-10,0.00175951,,2886202,
7.2,2.88604E-10,0.00175961,,2886202,
7,2.88378E-10,0.00175914,,2886202,
6.8,2.88177E-10,0.0017586,,2886202,
6.6,2.8793E-10,0.00175848,,2886202,
6.4,2.87685E-10,0.00175787,,2886202,
6.2,2.87424E-10,0.00175718,,2886202,
6,2.8716E-10,0.00175644,,2886202,
5.8,2.86868E-10,0.00175552,,2886202,
5.6,2.86555E-10,0.00175465,,2886202,
5.4,2.86246E-10,0.00175358,,2886202,
5.2,2.85883E-10,0.00175214,,2886202,
5,2.8552E-10,0.00175082,,2886202,
4.8,2.85127E-10,0.00174874,,2886202,
4.6,2.84715E-10,0.00174692,,2886202,
4.4,2.84237E-10,0.00174489,,2886202,
4.2,2.83755E-10,0.001742,,2886202,
4,2.83224E-10,0.00173922,,2886202,
3.8,2.8266E-10,0.00173524,,2886202,
3.6,2.82052E-10,0.00173059,,2886202,
3.4,2.81402E-10,0.00172546,,2886202,
3.2,2.80662E-10,0.00171948,,2886202,
3,2.79877E-10,0.00171181,,2886202,
2.8,2.79026E-10,0.00170302,,2886202,
2.6,2.78092E-10,0.00169211,,2886202,
2.4,2.77073E-10,0.00167911,,2886202,
2.2,2.75975E-10,0.00166289,,2886202,
2,2.7476E-10,0.00164328,,2886202,
1.8,2.73504E-10,0.0016192,,2886202,
1.6,2.72105E-10,0.00158986,,2886202,
1.4,2.70686E-10,0.00155368,,2886202,
1.2,2.6923E-10,0.00151092,,2886202,
1,2.678E-10,0.00146081,,2886202,
0.8,2.66448E-10,0.00140501,,2886202,
0.6,2.65173E-10,0.00134749,,2886202,
0.4,2.63983E-10,0.00129356,,2886202,
0.2,2.62872E-10,0.00124977,,2886202,
0,2.61929E-10,0.00121932,,2886202,
-0.2,2.61196E-10,0.00120026,,2886202,
-0.4,2.607E-10,0.00118925,,2886202,
-0.6,2.60378E-10,0.00118358,,2886202,
-0.8,2.60162E-10,0.0011803,,2886202,
-1,2.60022E-10,0.00117846,,2886202,
-1.2,2.5993E-10,0.00117715,,2886202,
-1.4,2.59862E-10,0.00117618,,2886202,
-1.6,2.59801E-10,0.00117579,,2886202,
-1.8,2.59751E-10,0.00117544,,2886202,
-2,2.59693E-10,0.00117476,,2886202,
-2.2,2.59647E-10,0.00117442,,2886202,
-2.4,2.59597E-10,0.00117405,,2886202,
-2.6,2.59552E-10,0.00117368,,2886202,
-2.8,2.59507E-10,0.00117318,,2886202,
-3,2.59448E-10,0.00117294,,2886202,
-3.2,2.59399E-10,0.00117245,,2886202,
-3.4,2.59355E-10,0.00117167,,2886202,
-3.6,2.59307E-10,0.00117147,,2886202,
-3.8,2.59238E-10,0.00117112,,2886202,
-4,2.59183E-10,0.00117078,,2886202,
-4.2,2.59125E-10,0.00117048,,2886202,
-4.4,2.59055E-10,0.00117003,,2886202,
-4.6,2.59003E-10,0.00116956,,2886202,
-4.8,2.58942E-10,0.00116917,,2886202,
-5,2.58856E-10,0.00116868,,2886202,
-5,3.45983E-10,0.00246103,,3311217,
-4.8,3.46114E-10,0.00246254,,3311217,
-4.6,3.46233E-10,0.00246421,,3311217,
-4.4,3.46341E-10,0.00246589,,3311217,
-4.2,3.46449E-10,0.00246781,,3311217,
-4,3.46536E-10,0.00246924,,3311217,
-3.8,3.46624E-10,0.00247005,,3311217,
-3.6,3.46694E-10,0.00247184,,3311217,
-3.4,3.46795E-10,0.00247342,,3311217,
-3.2,3.46862E-10,0.00247443,,3311217,
-3,3.4691E-10,0.00247516,,3311217,
-2.8,3.46985E-10,0.00247637,,3311217,
-2.6,3.47066E-10,0.00247674,,3311217,
-2.4,3.47114E-10,0.00247775,,3311217,
-2.2,3.47186E-10,0.00247872,,3311217,
-2,3.47241E-10,0.00247967,,3311217,
-1.8,3.47302E-10,0.00248121,,3311217,
-1.6,3.47369E-10,0.00248286,,3311217,
-1.4,3.47462E-10,0.00248408,,3311217,
-1.2,3.4756E-10,0.00248589,,3311217,
-1,3.47682E-10,0.0024893,,3311217,
-0.8,3.47859E-10,0.00249311,,3311217,
-0.6,3.48113E-10,0.00250161,,3311217,
-0.4,3.48499E-10,0.00251585,,3311217,
-0.2,3.4903E-10,0.00254024,,3311217,
0,3.49702E-10,0.00258199,,3311217,
0.2,3.50367E-10,0.00264495,,3311217,
0.4,3.50892E-10,0.0027318,,3311217,
0.6,3.5128E-10,0.00283564,,3311217,
0.8,3.51696E-10,0.00294612,,3311217,
1,3.52273E-10,0.00305443,,3311217,
1.2,3.53052E-10,0.0031547,,3311217,
1.4,3.54067E-10,0.00324469,,3311217,
1.6,3.55258E-10,0.00332208,,3311217,
1.8,3.56527E-10,0.00338852,,3311217,
2,3.57808E-10,0.0034453,,3311217,
2.2,3.59097E-10,0.00349421,,3311217,
2.4,3.60361E-10,0.00353598,,3311217,
2.6,3.61585E-10,0.00357099,,3311217,
2.8,3.6272E-10,0.0036024,,3311217,
3,3.63797E-10,0.00362931,,3311217,
3.2,3.64858E-10,0.00365256,,3311217,
3.4,3.6584E-10,0.00367217,,3311217,
3.6,3.66751E-10,0.00369052,,3311217,
3.8,3.67645E-10,0.00370613,,3311217,
4,3.68439E-10,0.00372012,,3311217,
4.2,3.69188E-10,0.00373314,,3311217,
4.4,3.69897E-10,0.00374433,,3311217,
4.6,3.70604E-10,0.00375434,,3311217,
4.8,3.71224E-10,0.00376343,,3311217,
5,3.71827E-10,0.00377227,,3311217,
5.2,3.72402E-10,0.00377948,,3311217,
5.4,3.72964E-10,0.00378597,,3311217,
5.6,3.73473E-10,0.00379207,,3311217,
5.8,3.73953E-10,0.00379816,,3311217,
6,3.7441E-10,0.00380368,,3311217,
6.2,3.74829E-10,0.00380829,,3311217,
6.4,3.75259E-10,0.00381278,,3311217,
6.6,3.75672E-10,0.00381682,,3311217,
6.8,3.76038E-10,0.00382079,,3311217,
7,3.76423E-10,0.00382427,,3311217,
7.2,3.76781E-10,0.00382769,,3311217,
7.4,3.77103E-10,0.00383043,,3311217,
7.6,3.77438E-10,0.00383369,,3311217,
7.8,3.77723E-10,0.00383682,,3311217,
8,3.78034E-10,0.00383912,,3311217,
8.2,3.78309E-10,0.00384129,,3311217,
8.4,3.78577E-10,0.00384337,,3311217,
8.6,3.78846E-10,0.00384525,,3311217,
8.8,3.79113E-10,0.00384778,,3311217,
9,3.79335E-10,0.00384933,,3311217,
9.2,3.79566E-10,0.00385172,,3311217,
9.4,3.79803E-10,0.003853,,3311217,
9.6,3.80027E-10,0.00385488,,3311217,
9.8,3.80247E-10,0.00385587,,3311217,
10,3.80444E-10,0.00385734,,3311217,
10,3.80443E-10,0.00385748,,3311217,
9.8,3.80216E-10,0.00385639,,3311217,
9.6,3.80018E-10,0.00385491,,3311217,
9.4,3.79788E-10,0.0038531,,3311217,
9.2,3.79563E-10,0.00385146,,3311217,
9,3.79331E-10,0.00384958,,3311217,
8.8,3.79078E-10,0.00384806,,3311217,
8.6,3.78838E-10,0.0038458,,3311217,
8.4,3.78563E-10,0.00384362,,3311217,
8.2,3.78302E-10,0.00384144,,3311217,
8,3.7799E-10,0.00383884,,3311217,
7.8,3.77726E-10,0.00383616,,3311217,
7.6,3.77423E-10,0.00383377,,3311217,
7.4,3.77089E-10,0.00383078,,3311217,
7.2,3.76784E-10,0.00382732,,3311217,
7,3.76392E-10,0.00382386,,3311217,
6.8,3.7603E-10,0.00382051,,3311217,
6.6,3.75665E-10,0.00381647,,3311217,
6.4,3.75235E-10,0.00381233,,3311217,
6.2,3.74817E-10,0.00380783,,3311217,
6,3.74371E-10,0.00380307,,3311217,
5.8,3.73922E-10,0.00379805,,3311217,
5.6,3.73424E-10,0.00379193,,3311217,
5.4,3.72917E-10,0.00378581,,3311217,
5.2,3.72367E-10,0.00377875,,3311217,
5,3.71807E-10,0.00377044,,3311217,
4.8,3.71176E-10,0.00376283,,3311217,
4.6,3.70536E-10,0.00375336,,3311217,
4.4,3.69839E-10,0.00374344,,3311217,
4.2,3.69131E-10,0.00373212,,3311217,
4,3.68371E-10,0.00371914,,3311217,
3.8,3.67549E-10,0.00370498,,3311217,
3.6,3.66679E-10,0.00368909,,3311217,
3.4,3.6576E-10,0.0036712,,3311217,
3.2,3.64796E-10,0.00365017,,3311217,
3,3.63763E-10,0.00362701,,3311217,
2.8,3.6263E-10,0.00360038,,3311217,
2.6,3.61471E-10,0.00356884,,3311217,
2.4,3.60266E-10,0.00353317,,3311217,
2.2,3.59004E-10,0.00349101,,3311217,
2,3.57723E-10,0.00344188,,3311217,
1.8,3.56418E-10,0.00338467,,3311217,
1.6,3.55169E-10,0.0033174,,3311217,
1.4,3.53988E-10,0.00323953,,3311217,
1.2,3.5299E-10,0.00314921,,3311217,
1,3.52189E-10,0.00304854,,3311217,
0.8,3.51637E-10,0.00293983,,3311217,
0.6,3.51249E-10,0.00282891,,3311217,
0.4,3.50856E-10,0.00272526,,3311217,
0.2,3.50294E-10,0.00263904,,3311217,
0,3.49627E-10,0.00257743,,3311217,
-0.2,3.48973E-10,0.00253626,,3311217,
-0.4,3.4844E-10,0.00251238,,3311217,
-0.6,3.48065E-10,0.00249906,,3311217,
-0.8,3.47804E-10,0.00249132,,3311217,
-1,3.47618E-10,0.0024876,,3311217,
-1.2,3.47492E-10,0.00248406,,3311217,
-1.4,3.47398E-10,0.00248202,,3311217,
-1.6,3.47287E-10,0.00248084,,3311217,
-1.8,3.4721E-10,0.00247932,,3311217,
-2,3.47138E-10,0.00247828,,3311217,
-2.2,3.47084E-10,0.00247662,,3311217,
-2.4,3.47019E-10,0.0024756,,3311217,
-2.6,3.46925E-10,0.00247504,,3311217,
-2.8,3.46861E-10,0.0024735,,3311217,
-3,3.46793E-10,0.00247226,,3311217,
-3.2,3.46711E-10,0.00247134,,3311217,
-3.4,3.46633E-10,0.00247,,3311217,
-3.6,3.46562E-10,0.00246889,,3311217,
-3.8,3.46483E-10,0.00246757,,3311217,
-4,3.464E-10,0.00246625,,3311217,
-4.2,3.46285E-10,0.00246469,,3311217,
-4.4,3.46222E-10,0.00246328,,3311217,
-4.6,3.46129E-10,0.0024621,,3311217,
-4.8,3.46027E-10,0.00246059,,3311217,
-5,3.45932E-10,0.00245911,,3311217,
