Setup title,MFCV-Low(1)(1)
6,1.34722E-10,1.08544E-06,,140536.5,
6.2,1.34757E-10,1.07724E-06,,140536.5,
6.4,1.34789E-10,1.08171E-06,,140536.5,
6.6,1.34825E-10,1.07351E-06,,140536.5,
6.8,1.34855E-10,1.07055E-06,,140536.5,
7,1.34877E-10,1.07843E-06,,140536.5,
7.2,1.34916E-10,1.07208E-06,,140536.5,
7.4,1.3493E-10,1.06413E-06,,140536.5,
7.6,1.34954E-10,1.07195E-06,,140536.5,
7.8,1.3498E-10,1.07092E-06,,140536.5,
8,1.35001E-10,1.0631E-06,,140536.5,
8.2,1.35012E-10,1.05476E-06,,140536.5,
8.4,1.35035E-10,1.06683E-06,,140536.5,
8.6,1.35054E-10,1.06095E-06,,140536.5,
8.8,1.35073E-10,1.05743E-06,,140536.5,
9,1.3508E-10,1.05357E-06,,140536.5,
9.2,1.35094E-10,1.05208E-06,,140536.5,
9.4,1.35121E-10,1.05447E-06,,140536.5,
9.6,1.35133E-10,1.05771E-06,,140536.5,
9.8,1.35135E-10,1.05729E-06,,140536.5,
10,1.3516E-10,1.05891E-06,,140536.5,
10,1.35162E-10,1.04916E-06,,140536.5,
9.8,1.35147E-10,1.05131E-06,,140536.5,
9.6,1.35115E-10,1.05452E-06,,140536.5,
9.4,1.35109E-10,1.05764E-06,,140536.5,
9.2,1.35096E-10,1.0574E-06,,140536.5,
9,1.35082E-10,1.06807E-06,,140536.5,
8.8,1.35067E-10,1.06388E-06,,140536.5,
8.6,1.35044E-10,1.06752E-06,,140536.5,
8.4,1.35037E-10,1.06552E-06,,140536.5,
8.2,1.35003E-10,1.07167E-06,,140536.5,
8,1.34992E-10,1.0581E-06,,140536.5,
7.8,1.34971E-10,1.07032E-06,,140536.5,
7.6,1.34955E-10,1.0647E-06,,140536.5,
7.4,1.3494E-10,1.074E-06,,140536.5,
7.2,1.34906E-10,1.07056E-06,,140536.5,
7,1.34875E-10,1.07271E-06,,140536.5,
6.8,1.34847E-10,1.07867E-06,,140536.5,
6.6,1.34821E-10,1.08019E-06,,140536.5,
6.4,1.34796E-10,1.08419E-06,,140536.5,
6.2,1.34753E-10,1.07999E-06,,140536.5,
6,1.34713E-10,1.07352E-06,,140536.5,
5.8,1.34678E-10,1.08014E-06,,140536.5,
5.6,1.34636E-10,1.09316E-06,,140536.5,
5.4,1.3458E-10,1.09783E-06,,140536.5,
5.2,1.34538E-10,1.08965E-06,,140536.5,
5,1.34476E-10,1.10369E-06,,140536.5,
4.8,1.34426E-10,1.10746E-06,,140536.5,
4.6,1.34355E-10,1.11073E-06,,140536.5,
4.4,1.34282E-10,1.11335E-06,,140536.5,
4.2,1.34189E-10,1.10811E-06,,140536.5,
4,1.34104E-10,1.11581E-06,,140536.5,
3.8,1.34003E-10,1.11707E-06,,140536.5,
3.6,1.33889E-10,1.12772E-06,,140536.5,
3.4,1.33744E-10,1.12833E-06,,140536.5,
3.2,1.33596E-10,1.14372E-06,,140536.5,
3,1.33429E-10,1.13615E-06,,140536.5,
2.8,1.33216E-10,1.14353E-06,,140536.5,
2.6,1.32975E-10,1.15867E-06,,140536.5,
2.4,1.3268E-10,1.15859E-06,,140536.5,
2.2,1.32326E-10,1.15756E-06,,140536.5,
2,1.31901E-10,1.1495E-06,,140536.5,
1.8,1.31371E-10,1.13358E-06,,140536.5,
1.6,1.30726E-10,1.12918E-06,,140536.5,
1.4,1.29921E-10,1.10493E-06,,140536.5,
1.2,1.28946E-10,1.0794E-06,,140536.5,
1,1.27751E-10,1.04474E-06,,140536.5,
0.8,1.26419E-10,9.86272E-07,,140536.5,
0.6,1.24989E-10,9.35845E-07,,140536.5,
0.4,1.23679E-10,8.88667E-07,,140536.5,
0.2,1.2262E-10,8.37122E-07,,140536.5,
0,1.21867E-10,8.16719E-07,,140536.5,
-0.2,1.21393E-10,8.05634E-07,,140536.5,
-0.4,1.21106E-10,7.81677E-07,,140536.5,
-0.6,1.20929E-10,7.67609E-07,,140536.5,
-0.8,1.20813E-10,7.47351E-07,,140536.5,
-1,1.2074E-10,7.32705E-07,,140536.5,
-1.2,1.20694E-10,7.21928E-07,,140536.5,
-1.4,1.20675E-10,7.13867E-07,,140536.5,
-1.6,1.20643E-10,7.05867E-07,,140536.5,
-1.8,1.20624E-10,6.98164E-07,,140536.5,
-2,1.20605E-10,7.04306E-07,,140536.5,
-2.2,1.20584E-10,6.86432E-07,,140536.5,
-2.4,1.20562E-10,6.97322E-07,,140536.5,
-2.6,1.20547E-10,6.96253E-07,,140536.5,
-2.8,1.20522E-10,6.82968E-07,,140536.5,
-3,1.20517E-10,6.86088E-07,,140536.5,
-3.2,1.20501E-10,6.88157E-07,,140536.5,
-3.4,1.20472E-10,6.85024E-07,,140536.5,
-3.6,1.20452E-10,6.80579E-07,,140536.5,
-3.8,1.20452E-10,6.69831E-07,,140536.5,
-4,1.20427E-10,6.87457E-07,,140536.5,
-4.2,1.20396E-10,6.81762E-07,,140536.5,
-4.4,1.20388E-10,6.79638E-07,,140536.5,
-4.6,1.20365E-10,6.8002E-07,,140536.5,
-4.8,1.20342E-10,6.78376E-07,,140536.5,
-5,1.20313E-10,6.71747E-07,,140536.5,
-5,1.20406E-10,9.0341E-07,,161231.5,
-4.8,1.2043E-10,9.06026E-07,,161231.5,
-4.6,1.20467E-10,8.95745E-07,,161231.5,
-4.4,1.20498E-10,9.03463E-07,,161231.5,
-4.2,1.20515E-10,9.04015E-07,,161231.5,
-4,1.20531E-10,9.02282E-07,,161231.5,
-3.8,1.2056E-10,8.98439E-07,,161231.5,
-3.6,1.20579E-10,9.02625E-07,,161231.5,
-3.4,1.20586E-10,9.03577E-07,,161231.5,
-3.2,1.20611E-10,9.05993E-07,,161231.5,
-3,1.20628E-10,9.02432E-07,,161231.5,
-2.8,1.20635E-10,9.1858E-07,,161231.5,
-2.6,1.20649E-10,9.05068E-07,,161231.5,
-2.4,1.20678E-10,9.20296E-07,,161231.5,
-2.2,1.2068E-10,9.26096E-07,,161231.5,
-2,1.20703E-10,9.23427E-07,,161231.5,
-1.8,1.20716E-10,9.29681E-07,,161231.5,
-1.6,1.20742E-10,9.34937E-07,,161231.5,
-1.4,1.20756E-10,9.3686E-07,,161231.5,
-1.2,1.20807E-10,9.51525E-07,,161231.5,
-1,1.20852E-10,9.69132E-07,,161231.5,
-0.8,1.20897E-10,9.74979E-07,,161231.5,
-0.6,1.21015E-10,9.9757E-07,,161231.5,
-0.4,1.21201E-10,1.01698E-06,,161231.5,
-0.2,1.21501E-10,1.04874E-06,,161231.5,
0,1.21993E-10,1.05974E-06,,161231.5,
0.2,1.22739E-10,1.11228E-06,,161231.5,
0.4,1.23805E-10,1.15505E-06,,161231.5,
0.6,1.25139E-10,1.21919E-06,,161231.5,
0.8,1.26554E-10,1.29385E-06,,161231.5,
1,1.27896E-10,1.37525E-06,,161231.5,
1.2,1.29066E-10,1.42558E-06,,161231.5,
1.4,1.30056E-10,1.46111E-06,,161231.5,
1.6,1.30835E-10,1.4967E-06,,161231.5,
1.8,1.31482E-10,1.50549E-06,,161231.5,
2,1.32005E-10,1.52209E-06,,161231.5,
2.2,1.32418E-10,1.52911E-06,,161231.5,
2.4,1.32763E-10,1.50864E-06,,161231.5,
2.6,1.33065E-10,1.51315E-06,,161231.5,
2.8,1.33302E-10,1.50922E-06,,161231.5,
3,1.33503E-10,1.49974E-06,,161231.5,
3.2,1.33688E-10,1.49455E-06,,161231.5,
3.4,1.33834E-10,1.49959E-06,,161231.5,
3.6,1.33958E-10,1.49167E-06,,161231.5,
3.8,1.34085E-10,1.4772E-06,,161231.5,
4,1.34198E-10,1.48311E-06,,161231.5,
4.2,1.34271E-10,1.47776E-06,,161231.5,
4.4,1.34377E-10,1.46344E-06,,161231.5,
4.6,1.34442E-10,1.4697E-06,,161231.5,
4.8,1.34505E-10,1.46578E-06,,161231.5,
5,1.34578E-10,1.44623E-06,,161231.5,
5.2,1.34627E-10,1.44848E-06,,161231.5,
5.4,1.34665E-10,1.44807E-06,,161231.5,
5.6,1.34723E-10,1.42904E-06,,161231.5,
5.8,1.34765E-10,1.43062E-06,,161231.5,
6,1.34798E-10,1.44864E-06,,161231.5,
6.2,1.34837E-10,1.43447E-06,,161231.5,
6.4,1.34873E-10,1.41864E-06,,161231.5,
6.6,1.3491E-10,1.42976E-06,,161231.5,
6.8,1.34929E-10,1.42973E-06,,161231.5,
7,1.34965E-10,1.41037E-06,,161231.5,
7.2,1.34993E-10,1.41348E-06,,161231.5,
7.4,1.3501E-10,1.41377E-06,,161231.5,
7.6,1.35033E-10,1.40743E-06,,161231.5,
7.8,1.3507E-10,1.41163E-06,,161231.5,
8,1.3508E-10,1.4157E-06,,161231.5,
8.2,1.35098E-10,1.39813E-06,,161231.5,
8.4,1.35122E-10,1.3991E-06,,161231.5,
8.6,1.35144E-10,1.41359E-06,,161231.5,
8.8,1.35149E-10,1.40314E-06,,161231.5,
9,1.3518E-10,1.39445E-06,,161231.5,
9.2,1.35198E-10,1.40348E-06,,161231.5,
9.4,1.35193E-10,1.39574E-06,,161231.5,
9.6,1.35215E-10,1.38768E-06,,161231.5,
9.8,1.3523E-10,1.39936E-06,,161231.5,
10,1.35235E-10,1.38655E-06,,161231.5,
10,1.35241E-10,1.39411E-06,,161231.5,
9.8,1.35234E-10,1.39344E-06,,161231.5,
9.6,1.35206E-10,1.3997E-06,,161231.5,
9.4,1.35203E-10,1.39416E-06,,161231.5,
9.2,1.3519E-10,1.38962E-06,,161231.5,
9,1.35166E-10,1.39781E-06,,161231.5,
8.8,1.35162E-10,1.39767E-06,,161231.5,
8.6,1.35143E-10,1.41196E-06,,161231.5,
8.4,1.35114E-10,1.40015E-06,,161231.5,
8.2,1.35098E-10,1.4002E-06,,161231.5,
8,1.35083E-10,1.41663E-06,,161231.5,
7.8,1.3506E-10,1.41906E-06,,161231.5,
7.6,1.35025E-10,1.42263E-06,,161231.5,
7.4,1.35017E-10,1.4148E-06,,161231.5,
7.2,1.34995E-10,1.41888E-06,,161231.5,
7,1.34958E-10,1.42019E-06,,161231.5,
6.8,1.34945E-10,1.42833E-06,,161231.5,
6.6,1.34904E-10,1.42984E-06,,161231.5,
6.4,1.34867E-10,1.43329E-06,,161231.5,
6.2,1.34842E-10,1.43083E-06,,161231.5,
6,1.34805E-10,1.4434E-06,,161231.5,
5.8,1.34758E-10,1.43116E-06,,161231.5,
5.6,1.34721E-10,1.44577E-06,,161231.5,
5.4,1.34667E-10,1.44229E-06,,161231.5,
5.2,1.34623E-10,1.44848E-06,,161231.5,
5,1.34573E-10,1.4624E-06,,161231.5,
4.8,1.34489E-10,1.45862E-06,,161231.5,
4.6,1.34438E-10,1.45371E-06,,161231.5,
4.4,1.34363E-10,1.46438E-06,,161231.5,
4.2,1.34279E-10,1.48058E-06,,161231.5,
4,1.34189E-10,1.48043E-06,,161231.5,
3.8,1.34093E-10,1.4891E-06,,161231.5,
3.6,1.33961E-10,1.4898E-06,,161231.5,
3.4,1.3383E-10,1.47874E-06,,161231.5,
3.2,1.33681E-10,1.49887E-06,,161231.5,
3,1.33493E-10,1.515E-06,,161231.5,
2.8,1.33295E-10,1.51031E-06,,161231.5,
2.6,1.33043E-10,1.51475E-06,,161231.5,
2.4,1.32748E-10,1.51705E-06,,161231.5,
2.2,1.32402E-10,1.51825E-06,,161231.5,
2,1.31965E-10,1.52351E-06,,161231.5,
1.8,1.3144E-10,1.50751E-06,,161231.5,
1.6,1.30796E-10,1.48596E-06,,161231.5,
1.4,1.30009E-10,1.46641E-06,,161231.5,
1.2,1.29005E-10,1.42918E-06,,161231.5,
1,1.27837E-10,1.35932E-06,,161231.5,
0.8,1.26493E-10,1.28727E-06,,161231.5,
0.6,1.25059E-10,1.21736E-06,,161231.5,
0.4,1.23751E-10,1.15109E-06,,161231.5,
0.2,1.22681E-10,1.10787E-06,,161231.5,
0,1.21932E-10,1.06301E-06,,161231.5,
-0.2,1.21447E-10,1.02901E-06,,161231.5,
-0.4,1.21174E-10,1.01119E-06,,161231.5,
-0.6,1.20994E-10,9.95948E-07,,161231.5,
-0.8,1.20878E-10,9.79971E-07,,161231.5,
-1,1.20823E-10,9.58493E-07,,161231.5,
-1.2,1.20777E-10,9.43608E-07,,161231.5,
-1.4,1.20737E-10,9.40759E-07,,161231.5,
-1.6,1.20716E-10,9.2833E-07,,161231.5,
-1.8,1.20701E-10,9.2027E-07,,161231.5,
-2,1.20678E-10,9.15052E-07,,161231.5,
-2.2,1.20657E-10,9.10648E-07,,161231.5,
-2.4,1.20644E-10,9.10413E-07,,161231.5,
-2.6,1.20629E-10,9.1588E-07,,161231.5,
-2.8,1.20608E-10,9.0951E-07,,161231.5,
-3,1.20602E-10,9.05757E-07,,161231.5,
-3.2,1.20563E-10,9.10318E-07,,161231.5,
-3.4,1.20555E-10,8.86502E-07,,161231.5,
-3.6,1.20543E-10,9.10741E-07,,161231.5,
-3.8,1.20517E-10,9.14443E-07,,161231.5,
-4,1.20494E-10,8.92321E-07,,161231.5,
-4.2,1.20478E-10,9.0335E-07,,161231.5,
-4.4,1.2045E-10,9.04888E-07,,161231.5,
-4.6,1.2043E-10,8.99768E-07,,161231.5,
-4.8,1.2041E-10,9.11812E-07,,161231.5,
-5,1.20394E-10,9.10228E-07,,161231.5,
-5,1.20507E-10,1.19645E-06,,184974,
-4.8,1.20535E-10,1.18595E-06,,184974,
-4.6,1.20543E-10,1.1921E-06,,184974,
-4.4,1.20585E-10,1.20754E-06,,184974,
-4.2,1.20617E-10,1.20123E-06,,184974,
-4,1.20637E-10,1.1901E-06,,184974,
-3.8,1.20652E-10,1.19845E-06,,184974,
-3.6,1.2067E-10,1.20818E-06,,184974,
-3.4,1.20692E-10,1.19554E-06,,184974,
-3.2,1.20692E-10,1.20193E-06,,184974,
-3,1.20715E-10,1.20828E-06,,184974,
-2.8,1.2075E-10,1.2066E-06,,184974,
-2.6,1.20754E-10,1.18705E-06,,184974,
-2.4,1.20766E-10,1.20794E-06,,184974,
-2.2,1.20779E-10,1.22347E-06,,184974,
-2,1.20805E-10,1.21305E-06,,184974,
-1.8,1.2082E-10,1.20971E-06,,184974,
-1.6,1.20821E-10,1.22494E-06,,184974,
-1.4,1.20857E-10,1.25137E-06,,184974,
-1.2,1.20905E-10,1.24076E-06,,184974,
-1,1.20931E-10,1.24697E-06,,184974,
-0.8,1.20988E-10,1.28369E-06,,184974,
-0.6,1.21114E-10,1.3124E-06,,184974,
-0.4,1.21299E-10,1.32168E-06,,184974,
-0.2,1.2159E-10,1.34683E-06,,184974,
0,1.2206E-10,1.39298E-06,,184974,
0.2,1.22834E-10,1.44353E-06,,184974,
0.4,1.23917E-10,1.50885E-06,,184974,
0.6,1.25209E-10,1.59972E-06,,184974,
0.8,1.2665E-10,1.71305E-06,,184974,
1,1.27998E-10,1.80737E-06,,184974,
1.2,1.29167E-10,1.85964E-06,,184974,
1.4,1.30144E-10,1.93005E-06,,184974,
1.6,1.30947E-10,1.98112E-06,,184974,
1.8,1.316E-10,1.99199E-06,,184974,
2,1.32093E-10,1.99525E-06,,184974,
2.2,1.32513E-10,2.00827E-06,,184974,
2.4,1.32874E-10,2.00437E-06,,184974,
2.6,1.33169E-10,1.99171E-06,,184974,
2.8,1.33408E-10,1.99049E-06,,184974,
3,1.33609E-10,1.99927E-06,,184974,
3.2,1.338E-10,1.99202E-06,,184974,
3.4,1.3396E-10,1.97818E-06,,184974,
3.6,1.3407E-10,1.95336E-06,,184974,
3.8,1.34179E-10,1.97681E-06,,184974,
4,1.34303E-10,1.96376E-06,,184974,
4.2,1.34403E-10,1.94967E-06,,184974,
4.4,1.3446E-10,1.92075E-06,,184974,
4.6,1.34542E-10,1.93386E-06,,184974,
4.8,1.34616E-10,1.94157E-06,,184974,
5,1.34673E-10,1.91111E-06,,184974,
5.2,1.34721E-10,1.92466E-06,,184974,
5.4,1.34784E-10,1.9298E-06,,184974,
5.6,1.34838E-10,1.91543E-06,,184974,
5.8,1.34874E-10,1.90117E-06,,184974,
6,1.34902E-10,1.9033E-06,,184974,
6.2,1.34947E-10,1.91049E-06,,184974,
6.4,1.34997E-10,1.87913E-06,,184974,
6.6,1.35002E-10,1.8821E-06,,184974,
6.8,1.3504E-10,1.89538E-06,,184974,
7,1.35086E-10,1.88681E-06,,184974,
7.2,1.35095E-10,1.86915E-06,,184974,
7.4,1.35114E-10,1.87214E-06,,184974,
7.6,1.35145E-10,1.88311E-06,,184974,
7.8,1.3517E-10,1.862E-06,,184974,
8,1.35185E-10,1.84327E-06,,184974,
8.2,1.35207E-10,1.87019E-06,,184974,
8.4,1.35235E-10,1.86903E-06,,184974,
8.6,1.35253E-10,1.85049E-06,,184974,
8.8,1.35255E-10,1.85142E-06,,184974,
9,1.3528E-10,1.86742E-06,,184974,
9.2,1.35299E-10,1.8516E-06,,184974,
9.4,1.35308E-10,1.84502E-06,,184974,
9.6,1.35323E-10,1.86841E-06,,184974,
9.8,1.3534E-10,1.8506E-06,,184974,
10,1.35354E-10,1.82801E-06,,184974,
10,1.35346E-10,1.8368E-06,,184974,
9.8,1.35329E-10,1.84989E-06,,184974,
9.6,1.35323E-10,1.86275E-06,,184974,
9.4,1.35311E-10,1.85036E-06,,184974,
9.2,1.35279E-10,1.85397E-06,,184974,
9,1.35275E-10,1.87175E-06,,184974,
8.8,1.35266E-10,1.86985E-06,,184974,
8.6,1.35242E-10,1.83639E-06,,184974,
8.4,1.35227E-10,1.8589E-06,,184974,
8.2,1.352E-10,1.88668E-06,,184974,
8,1.35197E-10,1.8552E-06,,184974,
7.8,1.35157E-10,1.86211E-06,,184974,
7.6,1.35138E-10,1.87292E-06,,184974,
7.4,1.3512E-10,1.89001E-06,,184974,
7.2,1.35102E-10,1.86865E-06,,184974,
7,1.35065E-10,1.86893E-06,,184974,
6.8,1.35044E-10,1.8892E-06,,184974,
6.6,1.35026E-10,1.9008E-06,,184974,
6.4,1.34992E-10,1.90072E-06,,184974,
6.2,1.3494E-10,1.8837E-06,,184974,
6,1.34895E-10,1.9105E-06,,184974,
5.8,1.34871E-10,1.91448E-06,,184974,
5.6,1.34828E-10,1.9145E-06,,184974,
5.4,1.34775E-10,1.89456E-06,,184974,
5.2,1.34723E-10,1.91389E-06,,184974,
5,1.34674E-10,1.93491E-06,,184974,
4.8,1.3462E-10,1.9338E-06,,184974,
4.6,1.34544E-10,1.92647E-06,,184974,
4.4,1.34456E-10,1.94729E-06,,184974,
4.2,1.34395E-10,1.9636E-06,,184974,
4,1.34296E-10,1.9439E-06,,184974,
3.8,1.34188E-10,1.95341E-06,,184974,
3.6,1.34067E-10,1.97565E-06,,184974,
3.4,1.33941E-10,1.99589E-06,,184974,
3.2,1.33791E-10,1.97975E-06,,184974,
3,1.33599E-10,1.97912E-06,,184974,
2.8,1.33371E-10,1.99831E-06,,184974,
2.6,1.33139E-10,2.00489E-06,,184974,
2.4,1.32862E-10,2.01427E-06,,184974,
2.2,1.32509E-10,1.99357E-06,,184974,
2,1.32063E-10,1.99761E-06,,184974,
1.8,1.31537E-10,1.99196E-06,,184974,
1.6,1.30902E-10,1.97605E-06,,184974,
1.4,1.30111E-10,1.91588E-06,,184974,
1.2,1.29121E-10,1.85891E-06,,184974,
1,1.27909E-10,1.79291E-06,,184974,
0.8,1.2658E-10,1.70362E-06,,184974,
0.6,1.25165E-10,1.60204E-06,,184974,
0.4,1.23836E-10,1.49701E-06,,184974,
0.2,1.22758E-10,1.4238E-06,,184974,
0,1.22025E-10,1.39119E-06,,184974,
-0.2,1.21553E-10,1.35189E-06,,184974,
-0.4,1.21264E-10,1.30519E-06,,184974,
-0.6,1.21085E-10,1.29899E-06,,184974,
-0.8,1.20966E-10,1.28171E-06,,184974,
-1,1.20928E-10,1.26232E-06,,184974,
-1.2,1.20873E-10,1.23561E-06,,184974,
-1.4,1.20832E-10,1.21654E-06,,184974,
-1.6,1.20792E-10,1.22315E-06,,184974,
-1.8,1.20796E-10,1.23131E-06,,184974,
-2,1.20787E-10,1.20911E-06,,184974,
-2.2,1.2076E-10,1.19599E-06,,184974,
-2.4,1.20721E-10,1.20158E-06,,184974,
-2.6,1.2072E-10,1.20204E-06,,184974,
-2.8,1.20709E-10,1.21154E-06,,184974,
-3,1.2069E-10,1.18728E-06,,184974,
-3.2,1.20662E-10,1.20393E-06,,184974,
-3.4,1.20645E-10,1.2065E-06,,184974,
-3.6,1.20643E-10,1.19782E-06,,184974,
-3.8,1.20611E-10,1.19845E-06,,184974,
-4,1.20579E-10,1.19652E-06,,184974,
-4.2,1.20572E-10,1.19962E-06,,184974,
-4.4,1.20565E-10,1.19273E-06,,184974,
-4.6,1.20536E-10,1.18348E-06,,184974,
-4.8,1.20509E-10,1.19821E-06,,184974,
-5,1.205E-10,1.2064E-06,,184974,
-5,1.20637E-10,1.60869E-06,,212212.7,
-4.8,1.20659E-10,1.60145E-06,,212212.7,
-4.6,1.20691E-10,1.59297E-06,,212212.7,
-4.4,1.20709E-10,1.5935E-06,,212212.7,
-4.2,1.2074E-10,1.59477E-06,,212212.7,
-4,1.20762E-10,1.59194E-06,,212212.7,
-3.8,1.20779E-10,1.59004E-06,,212212.7,
-3.6,1.20804E-10,1.60141E-06,,212212.7,
-3.4,1.2082E-10,1.59929E-06,,212212.7,
-3.2,1.20834E-10,1.60024E-06,,212212.7,
-3,1.20845E-10,1.60462E-06,,212212.7,
-2.8,1.20866E-10,1.60421E-06,,212212.7,
-2.6,1.20878E-10,1.60778E-06,,212212.7,
-2.4,1.20897E-10,1.60372E-06,,212212.7,
-2.2,1.20912E-10,1.60133E-06,,212212.7,
-2,1.20928E-10,1.61099E-06,,212212.7,
-1.8,1.20946E-10,1.61861E-06,,212212.7,
-1.6,1.20962E-10,1.62146E-06,,212212.7,
-1.4,1.20988E-10,1.63038E-06,,212212.7,
-1.2,1.21018E-10,1.64923E-06,,212212.7,
-1,1.21068E-10,1.66565E-06,,212212.7,
-0.8,1.21128E-10,1.68475E-06,,212212.7,
-0.6,1.21237E-10,1.69634E-06,,212212.7,
-0.4,1.21411E-10,1.73466E-06,,212212.7,
-0.2,1.21709E-10,1.76476E-06,,212212.7,
0,1.22197E-10,1.81105E-06,,212212.7,
0.2,1.22952E-10,1.88043E-06,,212212.7,
0.4,1.24025E-10,1.98101E-06,,212212.7,
0.6,1.2536E-10,2.11457E-06,,212212.7,
0.8,1.2677E-10,2.25131E-06,,212212.7,
1,1.28119E-10,2.37478E-06,,212212.7,
1.2,1.29295E-10,2.46922E-06,,212212.7,
1.4,1.30278E-10,2.5456E-06,,212212.7,
1.6,1.31075E-10,2.59138E-06,,212212.7,
1.8,1.3172E-10,2.63142E-06,,212212.7,
2,1.32231E-10,2.6401E-06,,212212.7,
2.2,1.32653E-10,2.65576E-06,,212212.7,
2.4,1.33006E-10,2.64714E-06,,212212.7,
2.6,1.33291E-10,2.64392E-06,,212212.7,
2.8,1.3354E-10,2.63949E-06,,212212.7,
3,1.33743E-10,2.6367E-06,,212212.7,
3.2,1.33931E-10,2.62613E-06,,212212.7,
3.4,1.34082E-10,2.61082E-06,,212212.7,
3.6,1.34213E-10,2.61435E-06,,212212.7,
3.8,1.34335E-10,2.60212E-06,,212212.7,
4,1.34438E-10,2.58608E-06,,212212.7,
4.2,1.34537E-10,2.58467E-06,,212212.7,
4.4,1.34613E-10,2.57419E-06,,212212.7,
4.6,1.34681E-10,2.55989E-06,,212212.7,
4.8,1.34758E-10,2.5596E-06,,212212.7,
5,1.34817E-10,2.5519E-06,,212212.7,
5.2,1.34878E-10,2.55017E-06,,212212.7,
5.4,1.34924E-10,2.54108E-06,,212212.7,
5.6,1.34973E-10,2.5343E-06,,212212.7,
5.8,1.35009E-10,2.52832E-06,,212212.7,
6,1.35053E-10,2.51766E-06,,212212.7,
6.2,1.35092E-10,2.51112E-06,,212212.7,
6.4,1.35119E-10,2.50842E-06,,212212.7,
6.6,1.3516E-10,2.50438E-06,,212212.7,
6.8,1.35188E-10,2.50149E-06,,212212.7,
7,1.35223E-10,2.49789E-06,,212212.7,
7.2,1.35245E-10,2.49031E-06,,212212.7,
7.4,1.35273E-10,2.48691E-06,,212212.7,
7.6,1.35288E-10,2.48233E-06,,212212.7,
7.8,1.35311E-10,2.4845E-06,,212212.7,
8,1.35335E-10,2.47513E-06,,212212.7,
8.2,1.35354E-10,2.46728E-06,,212212.7,
8.4,1.35378E-10,2.46486E-06,,212212.7,
8.6,1.35391E-10,2.47101E-06,,212212.7,
8.8,1.35407E-10,2.46341E-06,,212212.7,
9,1.35424E-10,2.46058E-06,,212212.7,
9.2,1.35441E-10,2.46345E-06,,212212.7,
9.4,1.35455E-10,2.45881E-06,,212212.7,
9.6,1.35476E-10,2.45012E-06,,212212.7,
9.8,1.35479E-10,2.44843E-06,,212212.7,
10,1.35492E-10,2.44889E-06,,212212.7,
10,1.35482E-10,2.44658E-06,,212212.7,
9.8,1.35479E-10,2.45321E-06,,212212.7,
9.6,1.35469E-10,2.45316E-06,,212212.7,
9.4,1.35455E-10,2.45698E-06,,212212.7,
9.2,1.35436E-10,2.45809E-06,,212212.7,
9,1.35419E-10,2.46527E-06,,212212.7,
8.8,1.3541E-10,2.46202E-06,,212212.7,
8.6,1.35393E-10,2.46517E-06,,212212.7,
8.4,1.3537E-10,2.47386E-06,,212212.7,
8.2,1.35347E-10,2.4698E-06,,212212.7,
8,1.35332E-10,2.47436E-06,,212212.7,
7.8,1.35313E-10,2.48329E-06,,212212.7,
7.6,1.3529E-10,2.48998E-06,,212212.7,
7.4,1.35265E-10,2.48849E-06,,212212.7,
7.2,1.35237E-10,2.4896E-06,,212212.7,
7,1.35216E-10,2.4991E-06,,212212.7,
6.8,1.35189E-10,2.50639E-06,,212212.7,
6.6,1.35158E-10,2.50762E-06,,212212.7,
6.4,1.35123E-10,2.50596E-06,,212212.7,
6.2,1.35091E-10,2.5198E-06,,212212.7,
6,1.35046E-10,2.52712E-06,,212212.7,
5.8,1.35015E-10,2.52668E-06,,212212.7,
5.6,1.34968E-10,2.53535E-06,,212212.7,
5.4,1.3493E-10,2.53621E-06,,212212.7,
5.2,1.34873E-10,2.54642E-06,,212212.7,
5,1.34814E-10,2.55172E-06,,212212.7,
4.8,1.34756E-10,2.55436E-06,,212212.7,
4.6,1.34681E-10,2.56899E-06,,212212.7,
4.4,1.34607E-10,2.57481E-06,,212212.7,
4.2,1.34524E-10,2.58786E-06,,212212.7,
4,1.34424E-10,2.59001E-06,,212212.7,
3.8,1.34324E-10,2.59793E-06,,212212.7,
3.6,1.34208E-10,2.61853E-06,,212212.7,
3.4,1.3406E-10,2.61572E-06,,212212.7,
3.2,1.33914E-10,2.62684E-06,,212212.7,
3,1.33737E-10,2.64183E-06,,212212.7,
2.8,1.33524E-10,2.6396E-06,,212212.7,
2.6,1.33285E-10,2.6583E-06,,212212.7,
2.4,1.32986E-10,2.65162E-06,,212212.7,
2.2,1.32636E-10,2.64874E-06,,212212.7,
2,1.32203E-10,2.64178E-06,,212212.7,
1.8,1.31679E-10,2.62382E-06,,212212.7,
1.6,1.31035E-10,2.59747E-06,,212212.7,
1.4,1.30231E-10,2.5447E-06,,212212.7,
1.2,1.29239E-10,2.46925E-06,,212212.7,
1,1.28054E-10,2.35821E-06,,212212.7,
0.8,1.26701E-10,2.24154E-06,,212212.7,
0.6,1.25283E-10,2.10619E-06,,212212.7,
0.4,1.23957E-10,1.97217E-06,,212212.7,
0.2,1.22888E-10,1.88023E-06,,212212.7,
0,1.22146E-10,1.81299E-06,,212212.7,
-0.2,1.21662E-10,1.76856E-06,,212212.7,
-0.4,1.21382E-10,1.71956E-06,,212212.7,
-0.6,1.21206E-10,1.70244E-06,,212212.7,
